"ticket_url
","tags
","tagger
_id",ticket_id,is_expert
https://support.mozilla.org/questions/1276631,prefereces;ui;ux;rendering;linux;kde;search-bar;version;interface;button,1,1276631,0
https://support.mozilla.org/questions/1276635,phishing;scam;webcompat;freeze;froze;crash,1,1276635,0
https://support.mozilla.org/questions/1276636,html5;compat;video;render;html;technology;webcompat,1,1276636,0
https://support.mozilla.org/questions/1276637,crash;ubuntu;mac;tab;local;config;coruption;filesystem,1,1276637,0
https://support.mozilla.org/questions/1276638,proxy;credentials;authentication;config,1,1276638,0
https://support.mozilla.org/questions/1276639,fx71;local;filesystem;history;config;recovery;deletion;recovery;localdb,1,1276639,0
https://support.mozilla.org/questions/1276641,windows;vista;java;applet;third-party;printing,1,1276641,0
https://support.mozilla.org/questions/1276643,proxy;autoconfig;config;self-inflicted,1,1276643,0
https://support.mozilla.org/questions/1276647,video;crash;tab;unpin;new-windows;multi-screen;multi-dispaly;linux;linux-mint,1,1276647,0
https://support.mozilla.org/questions/1276649,address-bar;hide;ui;ux;search;serach-bar;fullscreen,1,1276649,0
https://support.mozilla.org/questions/1276650,bookmarks;sync;accounts;json;export;profile,1,1276650,0
https://support.mozilla.org/questions/1276651,Wikipedia;windows10;compat;webcompat;compatibility;website,1,1276651,0
https://support.mozilla.org/questions/1276653,privacy;font;render;website;compat;webcompat;WordPress,1,1276653,0
https://support.mozilla.org/questions/1276654,sync;android;tabs;profille;lost;recovery;restore;tabs,1,1276654,0
https://support.mozilla.org/questions/1276656,context-menu;mouse;keyboard;periferals;ui,1,1276656,0
https://support.mozilla.org/questions/1276662,pdf;viewer;fx71;windows10,1,1276662,0
https://support.mozilla.org/questions/1276666,accounts;account;credential;lock-out;lost-credentials;recovery,1,1276666,0
https://support.mozilla.org/questions/1276668,audio;devices;media;routing;config,1,1276668,0
https://support.mozilla.org/questions/1276672,accounts;account;credential,1,1276672,0
https://support.mozilla.org/questions/1276677,printing;print;website,1,1276677,0
https://support.mozilla.org/questions/1276679,bookmarks;sync;accounts;json;export;profile;multi-user;multi-account;shared-device,1,1276679,0
https://support.mozilla.org/questions/1276683,windows;opening;new-tab;bug;defect;duplicate;ui,1,1276683,0
https://support.mozilla.org/questions/1276685,linux;kde;ubuntu;filesystem;download;local,1,1276685,0
https://support.mozilla.org/questions/1276688,javascript;background;process;about:config;config,1,1276688,0
https://support.mozilla.org/questions/1276689,tabs;ui;bookmarks;config;toolbar,1,1276689,0
https://support.mozilla.org/questions/1276690,google;webcompat;authentication;session;web;website;gmail;logout,1,1276690,0
https://support.mozilla.org/questions/1276691,battlefield4;webcompat;authentication;session;web;website;scripts;blocked,1,1276691,0
https://support.mozilla.org/questions/1276692,slowing;slow;performance;hardware;google;webcompat;system,1,1276692,0
https://support.mozilla.org/questions/1276693,windows10;webcompat;hardware;device;compat;signature,1,1276693,0
https://support.mozilla.org/questions/1276697,tabs;ui;bookmarks;config;toolbar,1,1276697,0
https://support.mozilla.org/questions/1276699,visual;ux;ui;color;colour;slider;sliderbar;bar,1,1276699,0
https://support.mozilla.org/questions/1276701,new-tab;tab;newtab;content;tiles,1,1276701,0
https://support.mozilla.org/questions/1276704,sync;bookmarks;respawn;deletion;undeletion;respawn,1,1276704,0
https://support.mozilla.org/questions/1276705,themes;theme;colour;customization;sustomize;color,1,1276705,0
https://support.mozilla.org/questions/1276707,addons;extensions;webextensions;compatibility;deprecated;McAfee,1,1276707,0
https://support.mozilla.org/questions/1276708,memory;performance;fx72,1,1276708,0
https://support.mozilla.org/questions/1276709,tabs;ui;bookmarks;config;toolbar,1,1276709,0
https://support.mozilla.org/questions/1276712,tabs;ui;bookmarks;config;toolbar,1,1276712,0
https://support.mozilla.org/questions/1276717,memory;performance;fx72,1,1276717,0
https://support.mozilla.org/questions/1276718,duplicate-bookmarks;bookmarks;sync,1,1276718,0
https://support.mozilla.org/questions/1276719,windows7;crash;crashes,1,1276719,0
https://support.mozilla.org/questions/1276720,audio;devices;media;sound,1,1276720,0
https://support.mozilla.org/questions/1276721,password;ux;ui;flickering;render;dialog;lockwise,1,1276721,0
https://support.mozilla.org/questions/1276725,windows7;crash;crashes,1,1276725,0
https://support.mozilla.org/questions/1276726,network;config;requests;duplicate,1,1276726,0
https://support.mozilla.org/questions/1276727,scroll;ux;devcices;device;periferals,1,1276727,0
https://support.mozilla.org/questions/1276729,unclear,1,1276729,0
https://support.mozilla.org/questions/1276731,unclear,1,1276731,0
https://support.mozilla.org/questions/1276732,thunderbird,1,1276732,0
https://support.mozilla.org/questions/1276733,network;config;localhost;connectivity,1,1276733,0
https://support.mozilla.org/questions/1276734,captive;portal;captive-portal;detection;webcompat;compat;redirect,1,1276734,0
https://support.mozilla.org/questions/1276740,registry;windows;local;config,1,1276740,0
https://support.mozilla.org/questions/1276744,sync;account;accounts;gmail;google,1,1276744,0
https://support.mozilla.org/questions/1276745,themes;light-mode;dark-mode;lockwise;ui;color,1,1276745,0
https://support.mozilla.org/questions/1276754,printer;printing;peripherals;brother;devices;config,1,1276754,0
https://support.mozilla.org/questions/1276756,webdev;tls;https;http;webcompat;compat,1,1276756,0
https://support.mozilla.org/questions/1276762,autoplay;dev;preferences;config;media,1,1276762,0
https://support.mozilla.org/questions/1276763, deleted;profile;Windows7;local;recovery,1,1276763,0
https://support.mozilla.org/questions/1276764,deleted,1,1276764,0
https://support.mozilla.org/questions/1276765,fx71;COMODO;Antivirus;Firewall;freeze,1,1276765,0
https://support.mozilla.org/questions/1276766,ui;display;tab;new-tab;browser-chrome,1,1276766,0
https://support.mozilla.org/questions/1276767,address;bar;search;bar;black;ui;color,1,1276767,0
https://support.mozilla.org/questions/1276768,fx72;tab;tabs;titles;buttons;rendering;browser-chrome,1,1276768,0
https://support.mozilla.org/questions/1271065,windows-8.1;firefox;thunderbird;,5,1271065,0
https://support.mozilla.org/questions/1271066,mac-os-10.6.8;firefox;ui,5,1271066,0
https://support.mozilla.org/questions/1271071,non-english;ruassian,5,1271071,0
https://support.mozilla.org/questions/1271072,firefox;others,5,1271072,0
https://support.mozilla.org/questions/1271073,firefox;firefox-69.03;proxy;os,5,1271073,0
https://support.mozilla.org/questions/1271074,firefox;os,5,1271074,0
https://support.mozilla.org/questions/1271075,firefox-69.0.3;firefox;security,5,1271075,0
https://support.mozilla.org/questions/1271085,firefox;windows-10;account,5,1271085,0
https://support.mozilla.org/questions/1271087,firefox;extension,5,1271087,0
https://support.mozilla.org/questions/1271088,firefox-dev-edition;firefox;extension,5,1271088,0
https://support.mozilla.org/questions/1271089,firefox;others,5,1271089,0
https://support.mozilla.org/questions/1271094,firefox;mac-os-10.14.6;firefox-70;cosmetic;ui,5,1271094,0
https://support.mozilla.org/questions/1271095,firefox;dev-tools,5,1271095,0
https://support.mozilla.org/questions/1271096,firefox;firefox-77.0;password,5,1271096,0
https://support.mozilla.org/questions/1271097,firefox;ui,5,1271097,0
https://support.mozilla.org/questions/1271099,firefox;websites,5,1271099,0
https://support.mozilla.org/questions/1271103,firefox;cache,5,1271103,0
https://support.mozilla.org/questions/1271104,firefox;firefox-dev-edition;,5,1271104,0
https://support.mozilla.org/questions/1271105,firefox;firefox-70.0;windows-10;windows-10-1903,5,1271105,0
https://support.mozilla.org/questions/1271107,firefox;account,5,1271107,0
https://support.mozilla.org/questions/1271109,firefox;firefox-62.0.3;firefox-63.0;firefox-70.0,5,1271109,0
https://support.mozilla.org/questions/1271110,firefox;websites,5,1271110,0
https://support.mozilla.org/questions/1271111,firefox;mac-os;bookmark,5,1271111,0
https://support.mozilla.org/questions/1271112,firefox;firefox-70.0;websites,5,1271112,0
https://support.mozilla.org/questions/1271113,firefox;firefox-70;mac-os-10.15;,5,1271113,0
https://support.mozilla.org/questions/1271115,firefox;firefox-70;websites,5,1271115,0
https://support.mozilla.org/questions/1271117,firefox;network,5,1271117,0
https://support.mozilla.org/questions/1271118,firefox;os,5,1271118,0
https://support.mozilla.org/questions/1271119,firefox;ux,5,1271119,0
https://support.mozilla.org/questions/1271121,firefox;firefox-70;css,5,1271121,0
https://support.mozilla.org/questions/1271122,firefox;firefox-70;windows-7;firefox-69,5,1271122,0
https://support.mozilla.org/questions/1271123,firefox;websites;crash,5,1271123,0
https://support.mozilla.org/questions/1271126,firefox;crash,5,1271126,0
https://support.mozilla.org/questions/1271127,firefox;firefox-70;extension;sync,5,1271127,0
https://support.mozilla.org/questions/1271128,firefox;sync;proxy;system,5,1271128,0
https://support.mozilla.org/questions/1271132,firefox;account,5,1271132,0
https://support.mozilla.org/questions/1271135,firefox;firefox-77;bookmark;firefox-69.03,5,1271135,0
https://support.mozilla.org/questions/1271137,firefox;password;sync;,5,1271137,0
https://support.mozilla.org/questions/1271138,firefox-69.0.3;mac-os-100.14.6;firefox,5,1271138,0
https://support.mozilla.org/questions/1271139,firefox;windows-7;,5,1271139,0
https://support.mozilla.org/questions/1271140,firefox;system;windows-7,5,1271140,0
https://support.mozilla.org/questions/1271141,firefox;css,5,1271141,0
https://support.mozilla.org/questions/1271144,firefox;malware;mac-os-mojave,5,1271144,0
https://support.mozilla.org/questions/1271145,firefox;css;firefox-70,5,1271145,0
https://support.mozilla.org/questions/1271146,firefox;firefox-70;flash;firefox-69,5,1271146,0
https://support.mozilla.org/questions/1271148,firefox;websites,5,1271148,0
https://support.mozilla.org/questions/1271149,firefox;ui,5,1271149,0
https://support.mozilla.org/questions/1271150,firefox;firefox-68.2.0;windows-7;bookmark,5,1271150,0
https://support.mozilla.org/questions/1271151,off-topic;logo,5,1271151,0
https://support.mozilla.org/questions/1271152,firefox;extension,5,1271152,0
https://support.mozilla.org/questions/1271153,off-topic;firefox-monitor,5,1271153,0
https://support.mozilla.org/questions/1271154,firefox;extension;desktop,5,1271154,0
https://support.mozilla.org/questions/1271157,firefox;firefox-69;firefox-70;cookies,5,1271157,0
https://support.mozilla.org/questions/1271158,firefox;password,5,1271158,0
https://support.mozilla.org/questions/1271160,firefox;ui,5,1271160,0
https://support.mozilla.org/questions/1271161,firefox;ux,5,1271161,0
https://support.mozilla.org/questions/1271162,firefox;firefox-70;ui;ux,5,1271162,0
https://support.mozilla.org/questions/1271163,firefox;ssl;firefox-69.0.3;mac-os-10.14.6,5,1271163,0
https://support.mozilla.org/questions/1271165,firefox;third-party,5,1271165,0
https://support.mozilla.org/questions/1271167,firefox;password,5,1271167,0
https://support.mozilla.org/questions/1271169,firefox;others,5,1271169,0
https://support.mozilla.org/questions/1271170,firefox;firefox-70.0;bookmark,5,1271170,0
https://support.mozilla.org/questions/1271171,firefox;account,5,1271171,0
https://support.mozilla.org/questions/1271172,off-topic;others,5,1271172,0
https://support.mozilla.org/questions/1271176,firefox;ui,5,1271176,0
https://support.mozilla.org/questions/1271177,firefox;extension,5,1271177,0
https://support.mozilla.org/questions/1271180,firefox;windows-10;tabs,5,1271180,0
https://support.mozilla.org/questions/1271184,firefox;tracking-protection,5,1271184,0
https://support.mozilla.org/questions/1271186,firefox;firefox-beta;firefox-70.0;firefox-71.0;firefox-72.0,5,1271186,0
https://support.mozilla.org/questions/1271189,firefox;sync,5,1271189,0
https://support.mozilla.org/questions/1271192,firefox;ui;ux,5,1271192,0
https://support.mozilla.org/questions/1271194,firefox;bookmarkl;ui,5,1271194,0
https://support.mozilla.org/questions/1271198,firefox;third-party,5,1271198,0
https://support.mozilla.org/questions/1271201,firefox-68.1.0-esr;firefox;cookies,5,1271201,0
https://support.mozilla.org/questions/1271203,off-topic;firefox-monitor,5,1271203,0
https://support.mozilla.org/questions/1271206,firefox;firefox-68.2-esr;mac-os-10.12.6;firefox-60.9.0-esr;bookmark,5,1271206,0
https://support.mozilla.org/questions/1271207,firefox;password,5,1271207,0
https://support.mozilla.org/questions/1271209,firefox;ui;ux,5,1271209,0
https://support.mozilla.org/questions/1271210,firefox;gps;firefox-68.0;firefo-57.0,5,1271210,0
https://support.mozilla.org/questions/1271211,firefox;ui;ux,5,1271211,0
https://support.mozilla.org/questions/1271212,Firefox-70;New-version;Lost-data,2,1271212,0
https://support.mozilla.org/questions/1271213,Firefox;Debian-10;Input-text,2,1271213,0
https://support.mozilla.org/questions/1271214,Spam-email;UTF-8,2,1271214,0
https://support.mozilla.org/questions/1271216,Firefox;Crashing;New-version;Windows-10,2,1271216,0
https://support.mozilla.org/questions/1271217,Firefox-Quantum;Bookmarks;Windows-10,2,1271217,0
https://support.mozilla.org/questions/1271218,Firefox 70;Tabs-width,2,1271218,0
https://support.mozilla.org/questions/1271220,Firefox;Bookmarks;MacOs,2,1271220,0
https://support.mozilla.org/questions/1271223,Firefox-70;Personnas,2,1271223,0
https://support.mozilla.org/questions/1271226,Firefox-70;Favorites;Star-icon,2,1271226,0
https://support.mozilla.org/questions/1271227,CSS;Homepage,2,1271227,0
https://support.mozilla.org/questions/1271230,Firefox;Add-on;Password-manager,2,1271230,0
https://support.mozilla.org/questions/1271231,Firefox;Language;Icon,2,1271231,0
